"";"Wut.";"Loewe Verlag";"978-3-7432-0284-9";"KT";"9.95 EUR";"21";"30.0";"";" 2019;208 S.;210 mm;Englisch Broschur. Großformatiges Paperback. Klappenbroschur;ab 12 J.;";"250";"Eine Anthologie"
"Geisler, Dagmar";"Was, wenn Eltern auseinandergehen?.";"Loewe Verlag";"978-3-7432-0255-9";"GEB";"9.95 EUR";"";"30.0";"434 g";" 2019;36 S.;275 mm;ab 5 J.;";"220";"Ein Bilderbuch zum Thema Scheidung"
"Geisler, Dagmar";"Mein erstes Buch der Gefühle - Von Wut, Streit und Gummibärchen.";"Loewe Verlag";"978-3-7432-0473-7";"GEB";"9.95 EUR";"";"30.0";"550 g";" 2019;128 S.;245 mm;ab 5 J.;";"285";""
"Pro Familia";"Mein Körper gehört mir!, Jubiläumsausgabe.";"Loewe Verlag";"978-3-7432-0301-3";"GEB";"12.95 EUR";"";"30.0";"484 g";" 2019;40 S.;275 mm;ab 5 J.;";"220";"Schutz vor Missbrauch"
"Brooks, Ben";"More Stories for Boys Who Dare to be Different - Geschichten, die dein Leben verändern.";"Loewe Verlag";"978-3-7432-0463-8";"GEB";"19.95 EUR";"21";"30.0";"";" 2019;208 S.;251 mm;von 5-99 J.;";"281";""
"Thuras, Dylan";"Atlas Obscura Kids Edition.";"Loewe Verlag";"978-3-7432-0540-6";"GEB";"19.95 EUR";"21";"30.0";"";" 2019;112 S.;305 mm;ab 8 J.;";"283";"Entdecke die 100 abenteuerlichsten Orte der Welt!"
"Fabisinska, Liliana";"Pilze.";"Knesebeck";"978-3-95728-235-4";"GEB";"24.00 EUR";"21";"30.0";"";" 2019;96 S.;34 cm;ab 8 J.;";"282";"Verrückte Fakten über Fliegenpilz, Hefe und Co."
"French, Jess";"Verlorene Arten.";"Knesebeck";"978-3-95728-316-0";"GEB";"18.00 EUR";"21";"30.0";"";" 2019;64 S.;29 cm;ab 8 J.;";"282";"Das große Kompendium der ausgestorbenen Tiere"
"";"Mama backt, und ich helf' mit! Kinderleicht backen mit wenig Zutaten.";"Edition Michael Fischer";"978-3-96093-344-1";"GEB";"12.99 EUR";"21";"35.0";"";" 2019;128 S.;241 mm;";"457";"50 Rezepte und lustige Geschichten"
"";"WOW! - Optische Täuschungen.";"Edition Michael Fischer";"978-3-96093-411-0";"GEB";"12.99 EUR";"21";"35.0";"0 g";" 2019;96 S.;225 x 280 mm;ab 8 J.;";"292";"Spiele, Wissen und Experimente"
"Schrödel, Tobias";"It's A Nerd's World.";"Arena";"978-3-401-60436-7";"KT";"13.00 EUR";"";"35.0";"264 g";" 2019;160 S.;210.00 mm;Mit UV-Lackierung auf dem Cover;ab 11 J.;";"283";"Die Brains hinter YouTube, Smartphone, Computer und Co."
"Scharmacher-Schreiber, Kristina";"Wie viel wärmer ist 1 Grad?.";"Beltz";"978-3-407-75469-1";"GEB";"14.95 EUR";"21";"33.0";"528 g";" Originalausgabe;2019;96 S.;92 farb. Abb.;225 mm;ab 7 J.;";"282";"Was beim Klimawandel passiert"
"Bajtlik, Jan";"Ariadnes Faden.";"Moritz";"978-3-89565-380-3";"GEB";"24.00 EUR";"21";"30.0";"";" 2019;80 S.;375 mm;ab 8 J.;";"286";"Götter Sagen Labyrinthe"
"Libera, Michal";"Wie das klingt!.";"Moritz";"978-3-89565-384-1";"GEB";"25.00 EUR";"21";"30.0";"";" 2019;224 S.;206 mm;ab 9 J.;";"288";"Neue Töne aus aller Welt"
"Cullis, Megan";"Die Erde, unser lebendiger Planet.";"Usborne Verlag";"978-1-78941-137-9";"GEB";"15.95 EUR";"21";"30.0";"";" 2019;64 S.;m. Illustr.;290 mm;ab 4 J.;";"282";"Entdecken, Verstehen und Bewahren"
"Brooks, Felicity";"Gefühle - So geht es mir!.";"Usborne Verlag";"978-1-78941-138-6";"GEB";"12.95 EUR";"21";"30.0";"510 g";" 2019;32 S.;m. Illustr.;290 mm;ab 4 J.;";"220";""
"Bone, Emily";"Auf der Spur der Natur.";"Usborne Verlag";"978-1-78941-142-3";"KT";"9.95 EUR";"21";"30.0";"322 g";" 2019;80 S.;276 mm;ab 7 J.;";"292";"Das Mitmachbuch"
"Bone, Emily";"Mein Waldentdecker-Buch.";"Usborne Verlag";"978-1-78941-144-7";"GEB";"10.95 EUR";"21";"30.0";"";" 2019;64 S.;m. Illustr.;240 mm;ab 7 J.;";"282";"Erlebe die Natur"
