"Lundberg Hahn, Kerstin";"Oskar und das Mandelherz.";"Aladin";"978-3-8489-2088-4";"PP";"11.95 EUR";"";"30.0";"310 g";" 2017;176 S.;schwarz-weiß illustriert;192 mm;von 8-10 J.;";"250";""
"Pantermüller, Alice";"Mein Lotta-Leben - Eine Natter macht die Flatter.";"Arena";"978-3-401-60137-3";"GEB";"9.99 EUR";"";"30.0";"311 g";" 2017;160 S.;210 mm;Mit runden Ecken;ab 9 J.;";"250";""
"Taschinski, Stefanie";"Die kleine Dame melodiert ganz wunderbar.";"Arena";"978-3-401-60267-7";"GEB";"12.99 EUR";"";"35.0";"568 g";" 2017;160 S.;206 mm;ab 8 J.;";"250";""
"Bond, Michael";"Liebe Grüße von Paddington.";"Carlsen";"978-3-551-31677-6";"KT";"6.99 EUR";"";"35.0";"144 g";" 2017;144 S.;m. Illustr.;19 cm;von 8-11 J.;";"250";""
"Scherz, Oliver";"Keiner hält Don Carlo auf.";"Carlsen";"978-3-551-31674-5";"KT";"5.99 EUR";"";"35.0";"112 g";" 2017;112 S.;m. Illustr.;19 cm;von 8-12 J.;";"250";""
"Callaghan, Chris";"Schokopokalypse.";"Carlsen";"978-3-551-52094-4";"GEB";"12.99 EUR";"";"35.0";"325 g";" 2017;192 S.;210 mm;von 9-12 J.;";"250";""
"Auer, Margit";"Die Schule der magischen Tiere - Versteinert!.";"Carlsen";"978-3-551-65279-9";"GEB";"9.99 EUR";"";"35.0";"479 g";" 2017;240 S.;210 mm;von 8-11 J.;";"250";""
"Lott, Anna";"Tildas Tierbande - Ein Wollschwein im Wohnzimmer.";"DTV";"978-3-423-76186-4";"GEB";"10.95 EUR";"";"30.0";"340 g";" 2017;160 S.;210 mm;ab 8 J.;";"250";""
"Tielmann, Christian";"Der Tag, an dem wir Papa umprogrammierten.";"DTV";"978-3-423-76187-1";"GEB";"10.95 EUR";"";"30.0";"309 g";" 2017;128 S.;210 mm;von 7-11 J.;";"250";""
"Yep, Laurence";"Miss Drachenzahn - Anleitung zum freundlichen Umgang mit Kindern.";"DTV";"978-3-423-76191-8";"GEB";"12.95 EUR";"";"30.0";"405 g";" 2017;192 S.;Mit Illustrationen;210 mm;von 7-11 J.;";"250";""
"Mühlenweg, Fritz";"Großer-Tiger und Christian.";"DTV";"978-3-423-71770-0";"KT";"15.95 EUR";"";"30.0";"652 g";" 2017;752 S.;Mit Illustrationen von Dieter Wiesmüller;210 mm;von 10-13 J.;";"250";"Roman"
"Petit, Xavier-Laurent";"Mein kleines dummes Herz.";"DTV";"978-3-423-71750-2";"KT";"7.95 EUR";"";"30.0";"160 g";" 2017;160 S.;Mit Vignetten von Eva Schöffmann-Davidov;191 mm;von 7-11 J.;";"250";""
"Müller, Hildegard";"Oskar - Ein Kater mit Charakter.";"DTV";"978-3-423-64031-2";"GEB";"12.95 EUR";"";"30.0";"289 g";" 2017;80 S.;210 mm;von 6-9 J.;";"250";""
"Wegmann, Ute";"Toni.";"DTV";"978-3-423-64033-6";"GEB";"12.95 EUR";"";"30.0";"370 g";" 2017;192 S.;210 mm;von 6-9 J.;";"250";""
"Parvela, Timo";"Ella und die Ritter der Nacht.";"DTV";"978-3-423-62665-1";"KT";"6.95 EUR";"";"30.0";"224 g";" 2017;184 S.;191 mm;von 6-9 J.;";"250";""
