"Kirschner, Sabrina J.";"Botzplitz! Ein Opa für alle Fälle - Die Jagd nach dem Katzenbaron.";"Gerstenberg Verlag";"978-3-8369-5601-7";"GEB";"12.95 EUR";"";"35.0";"473 g";" 2017;208 S.;m. Illustr.;21.5 cm;ab 8 J.;";"250";""
"Schlichtmann, Silke";"Bluma und das Gummischlangengeheimnis.";"Hanser";"978-3-446-25701-6";"GEB";"12.00 EUR";"";"35.0";"311 g";" 2017;176 S.;m. Illustr.;212 mm;ab 8 J.;";"250";""
"Parvela, Timo";"Ella und das Abenteuer im Wald.";"Hanser";"978-3-446-25695-8";"GEB";"10.00 EUR";"";"35.0";"261 g";" 2017;160 S.;m. Illustr. v. Sabine Wilharm;210 mm;ab 8 J.;";"250";""
"Hoffmann, E. T. A.";"Nussknacker und Mausekönig.";"Jacoby & Stuart";"978-3-946593-46-1";"HL";"25.00 EUR";"";"30.0";"756 g";" 2017;112 S.;m. zahlr. farb. Illustr.;28 cm;ab 8 J.;";"260";"Neu erzählt"
"Angel, Frauke";"Mama Mutsch und mein Geheimnis.";"Jungbrunnen-Verlag";"978-3-7026-5919-6";"GEB";"14.00 EUR";"";"35.0";"232 g";" 2017;104 S.;m. 30 Abb.;21.3 cm;ab 8 J.;";"250";""
"Köpf, Friederike";"Baby Oma.";"Klett Kinderbuch Verlag";"978-3-95470-158-2";"GEB";"13.00 EUR";"";"30.0";"282 g";" 2017;128 S.;20.5 cm;ab 9 J.;";"250";""
"Pope Osborne, Mary";"Das magische Baumhaus - Das Tor zur Dracheninsel.";"Loewe Verlag";"978-3-7855-8801-7";"GEB";"7.95 EUR";"";"30.0";"243 g";" 2017;144 S.;200 mm;ab 8 J.;";"250";""
"Herzog, Annette";"Wer fragt schon einen Kater?.";"Magellan";"978-3-7348-4114-9";"GEB";"12.00 EUR";"";"30.0";"364 g";" 2017;128 S.;21 cm;ab 7 J.;";"250";""
"Dietl, Erhard";"Die Olchis und das Schrumpfpulver.";"Oetinger";"978-3-7891-0810-5";"GEB";"12.99 EUR";"";"35.0";"514 g";" 2017;160 S.;m. Illustr.;210 mm;ab 8 J.;";"250";""
"Sabbag, Britta";"Fritzi Klitschmüller.";"Planet!";"978-3-522-50540-6";"GEB";"9.99 EUR";"";"35.0";"318 g";" 2017;144 S.;210 mm;ab 8 J.;";"250";""
"Tran, Thao";"Hitzefrei!.";"Ravensburger Buchverlag";"978-3-473-53141-7";"KT";"4.99 EUR";"";"30.0";"149 g";" 2017;160 S.;m. Illustr.;180 mm;ab 8 J.;";"230";"Die coolsten Ferienwitze"
