AutorIn;Titel;Untertitel;Verlag;Mitwirkende;Preis;Erscheinungsjahr;ISBN;Altersempfehlung;Inhaltsbeschreibung;Informationen;Einband;Seitenzahl;Abmessungen;Cover;"Cover DNB";"Cover KNV";Kategorie
"Auer, Margit";"Die Schule der Magischen Tiere - Endlich Ferien - Helene und Karajan";;Carlsen;"Illustration: Dulleck, Nina";"12,00 €";2019;978-3-551-65334-5;"von 8 bis 11 Jahren";"Auf in die Ferien - mit einem magischen, sprechenden Tier!. BAND 4: Bonjour, Paris! Helene hat eine Reise zu einer Modenschau gewonnen! Nach Paris - in Kater Karajans alter Heimat! Doch dann läuft nichts wie geplant: Helene landet im Dreibettzimmer statt im Luxushotel und die anderen Mädchen sind total eingebildet. ""Einfach schröcklisch"", findet der magische Kater. Die zwei sind sich einig: Nix wie weg hier! Ein Glück, dass Karajan sich so gut auskennt in der Stadt .... DIE SCHULE DER MAGISCHEN TIERE - ENDLICH FERIEN: In der Schule der magischen Tiere heißt es: Endlich Ferien! Die magischen Tiere packen ihre Koffer - und das Abenteuer beginnt ... Ein spannender Ferienkrimi in kurzen Kapiteln - mit echtem magischem Tier.. Perfekt für die Sommerferien!";"Schwarz-weiß illustriert, Gebunden mit Spotlackierung.";gebunden;224;;die-schule-der-magischen-tiere-endlich-ferien-helene-und-karajan.jpg;https://portal.dnb.de/opac/mvb/cover.htm?isbn=978-3-551-65334-5;https://multimedia.knv.de/cgi-bin/knvmmdb.cgi?herkunft=knv&MM_IDENTNR=999wsmm&typ=cover&vknr=31776&id=75260502&kennwort=IGKNSAFGKVPGFL&variante=zoom&rang=01;Bücher-ab-8
"Auer, Margit";"Die Schule der magischen Tiere - Witze!";"Über 333 magische Tier- und Schülerwitze";Carlsen;"Herausgegeben von Jockel, Maja. Illustration: Dulleck, Nina";"6,99 €";2019;978-3-551-65105-1;"von 8 bis 10 Jahren";"Was bekommt man, wenn man Stachelschwein Zeki mit einer Giraffe kreuzt? Eine seeehr lange Zahnbürste!. Miss Cornfield beschließt: Letzte Stunde witzefrei - und die magischen Tiere kichern los! In diesem Witzebuch warten über 333 Witze und Scherzfragen rund um die Schule der magischen Tiere auf dich. Lach dich schlapp - für zauberhaft gute Laune!. DIE SCHULE DER MAGISCHEN TIERE: Diese Schule birgt ein Geheimnis! Wer Glück hat, findet hier den besten Freund, den es auf der Welt gibt. Ein magisches Tier. Ein Tier, das sprechen kann. Wenn es zu dir gehört .... Endlich auf dem Stundenplan: magische Tierwitze, fröhliche Schülerwitze, tolle Lieblingswitze und coole Ferienwitze.. Für echte Fans der Schule der magischen Tiere - von Mister Morrison empfohlen!";;gebunden;144;;die-schule-der-magischen-tiere-witze.jpg;https://portal.dnb.de/opac/mvb/cover.htm?isbn=978-3-551-65105-1;https://multimedia.knv.de/cgi-bin/knvmmdb.cgi?herkunft=knv&MM_IDENTNR=999wsmm&typ=cover&vknr=31776&id=75262411&kennwort=KJOMRCGRLSBHJN&variante=zoom&rang=01;Bücher-ab-8
"Kivinen, Pertti";"Die Blaubeerdetektive. Gefahr für den Inselwald!";;DTV;"Übersetzung: Stohner, Anu. Illustration: Engelking, Katrin";"12,95 €";2019;978-3-423-64048-0;"ab 8 Jahren";"Für Liebhaber skandinavischer Krimis. Wenn der Sägewerkbesitzer Mäkelä plötzlich zu allen Leuten freundlich ist, kann irgendwas nicht stimmen. Davon sind die Blaubeerdetektive Samu, Alma, Selma und Olli überzeugt. Mäkelä ist nämlich als der größte Miesepampel weit und breit bekannt. Als einer, der nichts umsonst macht - nicht mal lächeln. Ganz klar, der hat was Fieses vor, und die Detektive wissen auch bald, was: Er will ein uraltes geschütztes Eichenwäldchen abholzen. Angeblich sind die Bäume vom gefährlichen Borkenkäfer befallen. Aber warum bestellt er dann genau solche Käfer aus dem Internet? Weil er sie überhaupt erst aussetzen will, darum! Das ist sein Plan, aber die Blaubeerdetektive haben einen besseren. Sie werden die Käfer vertauschen. Gegen Mücken und Hühnerflöhe. Die machen sich nichts aus Eichen - aber aus Menschen, die nachts im Wald herumschleichen!";"Mit Illustrationen von Katrin Engelking.";gebunden;160;"14,2cm x 21,4cm";die-blaubeerdetektive-gefahr-fuer-den-inselwald.jpg;https://portal.dnb.de/opac/mvb/cover.htm?isbn=978-3-423-64048-0;https://multimedia.knv.de/cgi-bin/knvmmdb.cgi?herkunft=knv&MM_IDENTNR=999wsmm&typ=cover&vknr=31776&id=74865254&kennwort=XLBOKTEMQGLSCJ&variante=zoom&rang=01;Bücher-ab-8
"Ludwig, Sabine";"Klassenreise mit Miss Braitwhistle";;"Dressler Verlag GmbH";"Illustration: Göhlich, Susanne";"14,00 €";2019;978-3-7915-0076-8;"ab 8 Jahren";"Funny-fantastisch: Ein neues Abenteuer mit Miss Braitwhistle.Franz und Aki haben es tatsächlich in die fünfte Klasse geschafft! Doch gibt es da nicht noch eine Geschichte der chaotischen 4a, die nie erzählt wurde? Na klar: die von ihrer Klassenfahrt! Miss Braitwhistle auf Reisen mit der 4a? Das kann ja nur durcheinander gehen.Mit Charme und feiner Ironie erzählt Sabine Ludwig Schulgeschichten, die zum Schieflachen sind und gleichzeitig Werte vermitteln - ohne erhobenen Zeigefinger.";;gebunden;208;"14,6cm x 21,4cm";klassenreise-mit-miss-braitwhistle.jpg;https://portal.dnb.de/opac/mvb/cover.htm?isbn=978-3-7915-0076-8;https://multimedia.knv.de/cgi-bin/knvmmdb.cgi?herkunft=knv&MM_IDENTNR=999wsmm&typ=cover&vknr=31776&id=73419587&kennwort=VLBOKTEMQGLSCJ&variante=zoom&rang=01;Bücher-ab-8
"Möller, Thomas; Grusnick, Sebastian";"Grüße vom Mars";"Notlandung bei Oma und Opa";"Dressler Verlag GmbH";"Illustration: Holtmann, Teresa";"13,00 €";2019;978-3-7915-0067-6;"ab 8 Jahren";"Grüße vom Mars: Eine außerirdische Reise zu Oma und Opa.Tom ist acht und etwas eigen. Er will unbedingt auf den Mars, sitzt am Tisch nur rechts vom Kopfende und wenn ihm etwas zu viel wird, zieht er seinen Astronautenhelm an. Als seine Mutter nach China muss, soll Tom mit den Geschwistern bei Oma und Opa wohnen. Doch die Großeltern haben den Besuch der Enkel glatt vergessen. Und zu Toms Schrecken besitzen sie nur einen einzigen, runden (!) Esstisch. Da hilft es nur, das Ganze als Vorbereitung auf die Mars-Mission zu sehen.Berührend, witzig und mit viel Leichtigkeit erzählen Thomas Möller und Sebastian Grusnick diese liebevolle Geschichte.";;gebunden;176;"14,6cm x 21,6cm";gruesse-vom-mars.jpg;https://portal.dnb.de/opac/mvb/cover.htm?isbn=978-3-7915-0067-6;https://multimedia.knv.de/cgi-bin/knvmmdb.cgi?herkunft=knv&MM_IDENTNR=999wsmm&typ=cover&vknr=31776&id=73419565&kennwort=VJQDJWCLMEIODK&variante=zoom&rang=01;Bücher-ab-8
"Parvela, Timo";"Ella und das Abenteuer im Wald";;DTV;"Übersetzung: Stohner, Anu; Stohner, Nina. Illustration: Wilharm, Sabine";"6,95 €";2019;978-3-423-62703-0;"ab 8 Jahren";"Die lustigsten Ferien aller Zeiten. Ella und ihre Mitschüler sind diesmal im Sommercamp - mit ihrem Lehrer. Dort kommt es, wie es kommen muss: Es regnet, der Lehrer lässt die Würstchen verkohlen, und die Mücken stechen wie noch nie. Doch dann taucht plötzlich der Direktor der Schule mit einigen Fieslingen auf, die mitten in der schönsten Natur Ferienhäuser bauen wollen, genau dort, wo die putzigen Otter wohnen! Was kann man dagegen tun? Protestlieder singen? Sich als Riesenotter verkleiden und die Tiere an einen sicheren Ort locken? Das ist der Vorschlag des Lehrers, aber die richtigen Otter verstehen ihn falsch. Und jetzt? Jetzt legt die witzigste Schulklasse der Welt erst richtig los, und ein großes Abenteuer beginnt.";;kartoniert;160;;ella-und-das-abenteuer-im-wald.jpg;https://portal.dnb.de/opac/mvb/cover.htm?isbn=978-3-423-62703-0;https://multimedia.knv.de/cgi-bin/knvmmdb.cgi?herkunft=knv&MM_IDENTNR=999wsmm&typ=cover&vknr=31776&id=74865151&kennwort=LOKFNNEHMQGGLN&variante=zoom&rang=01;Bücher-ab-8
"Schneider, Antonie";"Der Junge und der Kapitän";;DTV;;"7,95 €";2019;978-3-423-62700-9;"ab 9 Jahren";"Über den Mut, ein Zuhause in der Fremde zu finden. Ein Junge muss aus seiner Heimat fliehen, mit anderen Flüchtlingen, weit weg, in eine fremde Stadt. Ein alter Ausflugsdampfer im Hafen der fremden Stadt dient den Flüchtlingen als Unterkunft. Der Junge, der auf der ganzen Welt niemanden mehr hat, findet nach und nach in dem Kapitän des Schiffes einen echten Freund, bei dem er gern bleiben würde. Doch unerwartet beschließt der Bürgermeister der Stadt, dem Jungen ein gutes Zuhause zu geben - in einem Heim ...";;kartoniert;96;"12,2cm x 19,2cm";der-junge-und-der-kapitaen.jpg;https://portal.dnb.de/opac/mvb/cover.htm?isbn=978-3-423-62700-9;https://multimedia.knv.de/cgi-bin/knvmmdb.cgi?herkunft=knv&MM_IDENTNR=999wsmm&typ=cover&vknr=31776&id=74865127&kennwort=NPHHORGKQQFHMY&variante=zoom&rang=01;Bücher-ab-8
"Sparschuh, Jens";"Jakobs Muschel";;"Gerstenberg Verlag";"Illustration: Dürr, Julia";"13,95 €";2019;978-3-8369-5648-2;"ab 7 Jahren";"Jakob hört das Meer rauschen, wenn er seine Muschel ans Ohr hält. Und wenn er die Augen schließt, kann er es sogar sehen. Als er mit der Muschel auf dem Klettergerüst zwischen den Hochhäusern sitzt, taucht ausgerechnet Jonas auf. Jonas mit den teuren Sportschuhen und den coolen Sprüchen, der ihn immer ärgert. Prompt schnappt er sich Jakobs Muschel. Nach einem Blick nach unten klammert Jonas sich allerdings erst mal mit beiden Händen am Gerüst fest. Jakob schließt die Augen und plötzlich kann er ihn sehen - Jonny, den Freibeuter, den Schrecken der Meere. Mit der Warze auf der Nase sieht er Jonas ziemlich ähnlich. Doch das Piratenschiff gerät in einen Sturm und geht unter. Leider können nicht alle Seeräuber schwimmen... Und wie ist das mit Jonas?Eine humorvolle Geschichte über kleine Machos und große Träumer und über die Macht der Fantasie.";"Durchgehend farbig.";gebunden;64;"17,8cm x 25,2cm";jakobs-muschel.jpg;https://portal.dnb.de/opac/mvb/cover.htm?isbn=978-3-8369-5648-2;https://multimedia.knv.de/cgi-bin/knvmmdb.cgi?herkunft=knv&MM_IDENTNR=999wsmm&typ=cover&vknr=31776&id=74901395&kennwort=NPHHORGKQQFHMY&variante=zoom&rang=01;Bücher-ab-8
"Städing, Sabine";"Petronella Apfelmus - Zauberhut und Bienenstich";;"Boje Verlag";"Illustration: Büchner, Sabine";"12,00 €";2019;978-3-414-82536-0;"ab 8 Jahren";"Ein Abenteuer der beliebten Apfelhexe Petronella Apfelmus im Paperbackformat und mit schönen Extras. Wer würde nicht gerne mal mit Lea und Luis Kuchenbrand tauschen - den beiden Kindern, die eine echte Apfelhexe zur Freundin haben! Mit Petronella Apfelmus kann man jede Menge Abenteuer erleben - sogar der Flug auf einem Hexenbesen ist mit ihr ein Kinderspiel. Neben der Sommergeschichte finden sich in diesem Buch viele Rätsel für eine abwechslungsreiche Ferienzeit. Außerdem gibt es eine Postkarte zum Heraustrennen und Kofferanhänger in Apfelhexen-Optik. So macht der nächste Sommer erst richtig Spaß!";"Erstauflage Sonderausgabe, Großformatiges Paperback Klappenbroschur.";kartoniert;224;"14,5cm x 21,5cm";petronella-apfelmus-zauberhut-und-bienenstich.jpg;https://portal.dnb.de/opac/mvb/cover.htm?isbn=978-3-414-82536-0;https://multimedia.knv.de/cgi-bin/knvmmdb.cgi?herkunft=knv&MM_IDENTNR=999wsmm&typ=cover&vknr=31776&id=74196651&kennwort=PBILQEKJPBGSNF&variante=zoom&rang=01;Bücher-ab-8
"Verne, Jules; Knape, Wolfgang";"Reise um die Erde in 80 Tagen";;Arena;"Illustration: Zöller, Markus";"7,99 €";2019;978-3-401-71351-9;"ab 7 Jahren";"In 80 Tagen um die Welt? Kein Problem, findet Mister Fogg! Ohne zu zögern schließt er eine Wette um sein halbes Vermögen ab. So beginnt die Reise und eines der bekanntesten Werke der Weltliteratur. Durch Kontinente und über Ozeane reisen Mister Fogg und sein Diener. Unbekannte Gefahren, unvorhergesehene Ereignisse und ein seltsamer Detektiv der Londoner Polizei sind ihre ständigen Begleiter. Werden sie es rechtzeitig zurück nach London schaffen? Jules Vernes zeitloses Abenteuer altersgerecht neuerzählt von Wolfgang Knape.";"Mit Bücherbärfigur am Lesebändchen.";gebunden;72;"15,6cm x 21cm";reise-um-die-erde-in-80-tagen.jpg;https://portal.dnb.de/opac/mvb/cover.htm?isbn=978-3-401-71351-9;https://multimedia.knv.de/cgi-bin/knvmmdb.cgi?herkunft=knv&MM_IDENTNR=999wsmm&typ=cover&vknr=31776&id=73138213&kennwort=GAFGJLPMQADNGM&variante=zoom&rang=01;Bücher-ab-8
