AutorIn;Titel;Untertitel;Verlag;Mitwirkende;Preis;Erscheinungsjahr;ISBN;Altersempfehlung;Inhaltsbeschreibung;Informationen;Einband;Seitenzahl;Abmessungen;Cover;"Cover DNB";"Cover KNV";Kategorie
"Kugler, Christine";"Tut, tut, hier saust der Osterhase!";;Arena;;"13,00 €";2019;978-3-401-71294-9;"ab 2 Jahren";"Bald ist schon Ostern! Jetzt aber fix, kleiner Osterhase! Kaum sind die Eier kunterbunt angemalt, föhnt Leni Schaf sie auch schon trocken. Und dann verteilen die Freunde die Eier mit dem Ostermobil: So macht das Eierverstecken den größten Spaß!";"Unzerreißbar Formgestanzt mit Register aus Filzfiguren.";Pappband;12;"16,2cm x 22,2cm";tut-tut-hier-saust-der-osterhase.jpg;https://portal.dnb.de/opac/mvb/cover.htm?isbn=978-3-401-71294-9;https://multimedia.knv.de/cgi-bin/knvmmdb.cgi?herkunft=knv&MM_IDENTNR=999wsmm&typ=cover&vknr=31776&id=73138187&kennwort=PBILQEINPBGSNF&variante=zoom&rang=01;Ostern-Spezial
"Langreuter, Jutta; Frey, Jana; Carolat, Greta";"Die schönsten Geschichten zur Osterzeit";;Arena;"Illustration: Ackroyd, Dorothea; Dahle, Stefanie; Kugler, Christine";"7,99 €";2019;978-3-401-51138-2;"ab 3 Jahren";"Endlich steht Ostern vor der Tür!. Hase Josi und Julchen Kaninchen erleben die spannendsten Abenteuer. Und auch Osterhase Möhrchen hat alle Hände voll zu tun, dass an Ostern auch in jedem Nest ein buntes Ei liegt.. Enthält die Einzeltitel:So lieb hab ich nur dichHase Möhrchen und die fliegenden OstereierIch hab dich doch lieb, Julchen Kaninchen";"Mit Illustrationen.";kartoniert;88;"15,9cm x 21,5cm";die-schoensten-geschichten-zur-osterzeit.jpg;https://portal.dnb.de/opac/mvb/cover.htm?isbn=978-3-401-51138-2;https://multimedia.knv.de/cgi-bin/knvmmdb.cgi?herkunft=knv&MM_IDENTNR=999wsmm&typ=cover&vknr=31776&id=73138005&kennwort=JILOSDEITNEDJL&variante=zoom&rang=01;Ostern-Spezial
"Grimm, Sandra";"Wer hockt im Grase? Der ... Osterhase!";;Carlsen;"Illustration: Elitez, Marion";"8,99 €";2019;978-3-551-17111-5;"von 1 bis 3 Jahren";"Wer hockt im hohen Grase? Na klar, der Osterhase! Und der ist mit Bemalen und Verstecken sehr vieler Eier beschäftigt. Reime und Ausziehseiten laden zum Mitsprechen und Raten ein. Eine Osterhasengeschichte mit Witz und Lerneffekt.";"Mit zahlreichen bunten Bildern und Schiebern, unzerreißbar.";Pappband;12;"18cm x 18cm";wer-hockt-im-grase-der-osterhase.jpg;https://portal.dnb.de/opac/mvb/cover.htm?isbn=978-3-551-17111-5;https://multimedia.knv.de/cgi-bin/knvmmdb.cgi?herkunft=knv&MM_IDENTNR=999wsmm&typ=cover&vknr=31776&id=73019822&kennwort=NOKFNNEHMQEJLN&variante=zoom&rang=01;Ostern-Spezial
"Allert, Judith";"Mein dickes Osterbuch";"Vorlesen, Basteln, Mitmachen";Carlsen;"Illustration: Kunkel, Daniela; Hellmeier, Horst; Jeschke, Stefanie";"15,00 €";2019;978-3-551-51057-0;"von 4 bis 8 Jahren";"Gehen Osterhasen auch zur Schule? Was passiert, wenn aus dem Osterei ein Dino schlüpft? Wer bemalt eigentlich die ganzen Ostereier? Und wie wird man einen Osterschluckauf los?. Viele abwechslungsreiche Vorlesegeschichten erzählen von großem Osterspaß und verrückten Frühlingsabenteuern. Tolle Mitmach-Ideen machen Lust auf den Frühling und vertreiben die Langeweile, bis draußen endlich die Sonne scheint.. Inhalt:. - 20 Vorlesegeschichten mit menschlichen, tierischen und außerirdischen Helden. - interaktive Geschichten: die Kinder werden aufgefordert, selber Aktionen mit dem Buch auszuführen, Geschichten weiterzudenken und kreativ zu werden. - Bastelanleitungen. - einfache Rezepte. - tolle Suchbilder. Das perfekte Oster-Buch für die ganze Familie und viele gemütliche Vorlesestunden!";"Mit zahlreichen bunten Bildern.";gebunden;144;"21,4cm x 25,8cm";mein-dickes-osterbuch.jpg;https://portal.dnb.de/opac/mvb/cover.htm?isbn=978-3-551-51057-0;https://multimedia.knv.de/cgi-bin/knvmmdb.cgi?herkunft=knv&MM_IDENTNR=999wsmm&typ=cover&vknr=31776&id=73019800&kennwort=MMNOCNHONDFJMP&variante=zoom&rang=01;Ostern-Spezial
"Berner, Rotraut Susanne";"Frühlingszeit mit Maxi Pixi";"Pick Pick Picknick; Die Ostersucherei; Der kleine Rabe Socke freut sich auf den Frühling!; Herr Hase und der ungebetene Gast";Carlsen;"Mitarbeit: Berner, Rotraut Susanne; Moost, Nele; Jakobs, Günther. Illustration: Warnes, Tim; Berner, Rotraut Susanne; Jakobs, Günther";"39,80 €";2019;978-3-551-05583-5;"von 3 bis 7 Jahren";"In dieser Maxi-Pixi-Box sind gleich vier fröhliche Bilderbücher für die Osterzeit versammelt: Freche Frühlingsgeschichten mit dem kleinen Rabe Socke, eine turbulente Ostereier-Suchgeschichte und beliebte Bilderbuchklassiker - Vorlesespaß für die ganze Familie! Maxi Pixi - die kleinen großen Bilderbücher im Softcover.";"Mit zahlreichen bunten Bildern.";geheftet;24;"15,7cm x 16,1cm";fruehlingszeit-mit-maxi-pixi.jpg;https://portal.dnb.de/opac/mvb/cover.htm?isbn=978-3-551-05583-5;https://multimedia.knv.de/cgi-bin/knvmmdb.cgi?herkunft=knv&MM_IDENTNR=999wsmm&typ=cover&vknr=31776&id=73019925&kennwort=SJODJMPFSOHIQE&variante=zoom&rang=01;Ostern-Spezial
